,type,name,author,event,year
0,j,Robust tracking of multiple persons in real-time video.,"['Ching-Han Chen', 'Chien-Chun Wang', 'Miao-Chun Yan']",Multim. Tools Appl.,2016
1,c,WiHACS: Leveraging WiFi for human activity classification using OFDM subcarriers' correlation.,"['Tahmid Z. Chowdhury', 'Cyril Leung', 'Miao-Chun Yan']",GlobalSIP,2017
2,c,Modeling Learner's Emotions with PAD.,"['Matthias Chan Yong Shun', 'Miao-Chun Yan', 'Bo An', 'Cyril Leung']",ICALT,2015
3,c,Learning Personality Modeling for Regulating Learning Feedback.,"['Matthias Chan Yong Shun', 'Miao-Chun Yan', 'Zhiqi Shen', 'Bo An']",ICALT,2015
4,c,PSO-Based Multiple People Tracking.,"['Ching-Han Chen', 'Miao-Chun Yan']",DICTAP (1),2011
